centroideY;centroideX;nome;URL;codigoStr
-16.785452143421846;-49.45388876752092;Abadia de Goiás - GO;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-49.45388876752092/-16.785452143421843.json;4925116660741000001
-18.353510698146685;-47.457725257118426;Abadia dos Dourados - MG;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-47.45772525711842/-18.353510698146685.json;4792118150890100001
-16.1868413071116;-48.7135770624999;Abadiânia - GO;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-48.71357706249991/-16.1868413071116.json;4900116000910400001
-19.103725002668085;-45.35976279546411;Abaeté - MG;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-45.35976279546411/-19.103725002668092.json;4500119000643400001
-1.7303219744135028;-48.8830082291337;Abaetetuba - PA;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-48.883008229133694/-1.7303219744135028.json;4900102000009400001
-7.360217947796173;-39.037462817745364;Abaiara - CE;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-39.037462817745364/-7.360217947796173.json;3927107300409100001
-13.287209330118591;-41.73143682950648;Abaíra - BA;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-41.73143682950648/-13.287209330118591.json;4177113151290100001
-8.832090384576306;-39.331255125758425;Abaré - BA;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-39.331255125758425/-8.832090384576304.json;3933108510341000001
-23.3072936481582;-50.309284888882075;Abatiá - PR;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-50.309284888882075/-23.307293648158204.json;5057123400668100001
-27.58394807435901;-51.055806768363546;Abdon Batista - SC;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-51.05580676836355/-27.583948074359007.json;5120127380946000001
-26.562876409450965;-52.25599068708249;Abelardo Luz - SC;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-52.25599068708249/-26.562876409450965.json;5234126410980100001
-4.957344193513525;-48.42463409044559;Abel Figueiredo - PA;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-48.424634090445586/-4.957344193513525.json;4807104780221100001
-20.27336588295332;-42.4431373629494;Abre Campo - MG;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-42.4431373629494/-20.27336588295332.json;4200120000917400001
-7.879351422018279;-35.01905426418056;Abreu e Lima - PE;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-35.01905426418056/-7.879351422018279.json;3500108000066400001
-9.480437569646005;-49.30983532951452;Abreulândia - TO;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-49.30983532951452/-9.480437569646003.json;4900109000280400001
-20.400623241673955;-43.10153393174168;Acaiaca - MG;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-43.10153393174167/-20.400623241673955.json;4300120000855400001
-4.7858478288618205;-47.33233989182577;Açailândia - MA;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-47.33233989182577/-4.78584782886182.json;4700105000237400001
-11.640411586144134;-38.01998169674378;Acajutiba - BA;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-38.01998169674377/-11.640411586144134.json;3800112000149400001
-2.035516502313685;-48.41144606282451;Acará - PA;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-48.41144606282451/-2.035516502313685.json;4800102000044400001
-4.222430448519138;-38.66299085557282;Acarapé - CE;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-38.66299085557282/-4.222430448519139.json;3900104280870000001
-2.9681936497949573;-40.089084402918495;Acaraú - CE;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-40.08908440291849/-2.968193649794957.json;4000103000032400001
-6.409409323671861;-36.64989151092407;Acari - RN;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-36.64989151092407/-6.40940932367186.json;3658106430226000001
-8.278487941020702;-40.96571390217782;Acauã - PI;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-40.96571390217782/-8.278487941020703.json;4113108130374000001
-31.690936615982494;-54.13868685040374;Aceguá - RS;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-54.13868685040374/-31.690936615982498.json;5409131330242000001
-6.122394104693647;-39.49279438455296;Acopiara - CE;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-39.49279438455296/-6.122394104693647.json;3929106360217000001
-15.177697227859174;-56.31866557575308;Acorizal - MT;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-56.31866557575308/-15.177697227859172.json;5600115000361400001
-9.92898367271434;-66.93267120416769;Acrelândia - AC;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-66.93267120416769/-9.92898367271434.json;6700110000208400001
-17.452020619704367;-50.32600476714489;Acreúna - GO;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-50.32600476714489/-17.452020619704363.json;5042116960678100001
-5.521479494382022;-37.0099201760158;Açu - RN;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-37.0099201760158/-5.521479494382021.json;3729105190036100001
-19.052909369149567;-42.450691578001795;Açucena - MG;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-42.450691578001795/-19.052909369149567.json;4200119000315400001
-21.57679455459697;-51.05665998672964;Adamantina - SP;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-51.056659986729635/-21.576794554596972.json;5093121310374100001
-16.3691897105972;-50.18472441111369;Adelândia - GO;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-50.184724411113685/-16.3691897105972.json;5000116000777400001
-21.288010275905823;-49.65299392619856;Adolfo - SP;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-49.65299392619856/-21.28801027590582.json;4968121040405100001
-24.783441813831548;-48.82109430427123;Adrianópolis - PR;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-48.821094304271234/-24.78344181383155.json;4900125000957400001
-10.5565821193037;-38.038997200671204;Adustina - BA;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-38.0389972006712/-10.5565821193037.json;3810110730362100001
-7.737275573078308;-37.619902794149844;Afogados da Ingazeira - PE;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-37.61990279414984/-7.737275573078309.json;3800108000608400001
-5.471457509083231;-36.599983924495994;Afonso Bezerra - RN;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-36.59998392449599/-5.47145750908323.json;3677105120003100001
-20.088845814766373;-41.12833315246441;Afonso Cláudio - ES;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-41.12833315246441/-20.08884581476637.json;4100120000582400001
-4.214759782198411;-43.29730912150776;Afonso Cunha - MA;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-43.29730912150776/-4.214759782198411.json;4300104000101400001
-8.619099081774232;-41.005563011816385;Afrânio - PE;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-41.00556301181638/-8.619099081774232.json;4100109000319400001
-0.2638388415328597;-50.72762672546074;Afuá - PA;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-50.727626725460745/-0.2638388415328597.json;5111100050014000001
-8.457251145505728;-35.94534916389661;Agrestina - PE;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-35.94534916389661/-8.457251145505728.json;3596108290550100001
-5.76832227120311;-42.68222206322422;Agricolândia - PI;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-42.68222206322423/-5.76832227120311.json;4271105910287100001
-27.45463062748287;-49.82465953529775;Agrolândia - SC;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-49.82465953529775/-27.45463062748287.json;4964127410484100001
-27.32377849715344;-49.72310748750966;Agronômica - SC;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-49.72310748750966/-27.323778497153437.json;4964127410484100001
-6.7726802836461015;-50.460685815184384;Água Azul do Norte - PA;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-50.46068581518438/-6.7726802836461015.json;5000107000231400001
-13.977012919080488;-52.4999156826206;Água Boa - MT;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-52.4999156826206/-13.977012919080488.json;5221114010432100001
-18.02756413241676;-42.27561004945949;Água Boa - MG;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-42.27561004945949/-18.027564132416757.json;4200118000474400001
-9.273210360408106;-37.90178817234821;Água Branca - AL;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-37.901788172348205/-9.273210360408106.json;3790109280605000001
-7.472563781345316;-37.66747976670996;Água Branca - PB;http://sisdagro.inmet.gov.br/sisdagro/app/estacoes/proxima/-37.66747976670996/-7.4725637813453165.json;3727107070249100001
