Município,UF,SoloId,Cultura,Ciclo,cad,2/1/2019
Sapiranga,RS,1,Milho,Grupo I,43.2,
Sapiranga,RS,2,Milho,Grupo I,60.0,49.42
Sapiranga,RS,3,Milho,Grupo I,76.8,45.84
Sapiranga,RS,1,Milho,Grupo II,43.2,
Sapiranga,RS,2,Milho,Grupo II,60.0,47.57
Sapiranga,RS,3,Milho,Grupo II,76.8,43.71
Sapiranga,RS,1,Milho,Grupo III,43.2,
Sapiranga,RS,2,Milho,Grupo III,60.0,54.86
Sapiranga,RS,3,Milho,Grupo III,76.8,50.56
Canoas,RS,1,Milho,Grupo I,43.2,
Canoas,RS,2,Milho,Grupo I,60.0,
Canoas,RS,3,Milho,Grupo I,76.8,48.25
Canoas,RS,1,Milho,Grupo II,43.2,
Canoas,RS,2,Milho,Grupo II,60.0,
Canoas,RS,3,Milho,Grupo II,76.8,47.69
Canoas,RS,1,Milho,Grupo III,43.2,
Canoas,RS,2,Milho,Grupo III,60.0,
Canoas,RS,3,Milho,Grupo III,76.8,54.89
Canela,RS,1,Milho,Grupo I,43.2,
Canela,RS,2,Milho,Grupo I,60.0,18.43
Canela,RS,3,Milho,Grupo I,76.8,15.38
Canela,RS,1,Milho,Grupo II,43.2,22.63
Canela,RS,2,Milho,Grupo II,60.0,17.73
Canela,RS,3,Milho,Grupo II,76.8,14.63
Canela,RS,1,Milho,Grupo III,43.2,27.13
Canela,RS,2,Milho,Grupo III,60.0,21.41
Canela,RS,3,Milho,Grupo III,76.8,17.72
Veranópolis,RS,1,Milho,Grupo I,43.2,42.07
Veranópolis,RS,2,Milho,Grupo I,60.0,38.84
Veranópolis,RS,3,Milho,Grupo I,76.8,36.07
Veranópolis,RS,1,Milho,Grupo II,43.2,39.04
Veranópolis,RS,2,Milho,Grupo II,60.0,35.6
Veranópolis,RS,3,Milho,Grupo II,76.8,32.62
Veranópolis,RS,1,Milho,Grupo III,43.2,45.5
Veranópolis,RS,2,Milho,Grupo III,60.0,41.3
Veranópolis,RS,3,Milho,Grupo III,76.8,37.74
Planalto,RS,1,Milho,Grupo I,43.2,
Planalto,RS,2,Milho,Grupo I,60.0,42.16
Planalto,RS,3,Milho,Grupo I,76.8,38.46
Planalto,RS,1,Milho,Grupo II,43.2,
Planalto,RS,2,Milho,Grupo II,60.0,39.51
Planalto,RS,3,Milho,Grupo II,76.8,35.6
Planalto,RS,1,Milho,Grupo III,43.2,
Planalto,RS,2,Milho,Grupo III,60.0,46.8
Planalto,RS,3,Milho,Grupo III,76.8,42.35
Porto Alegre,RS,1,Milho,Grupo I,43.2,
Porto Alegre,RS,2,Milho,Grupo I,60.0,
Porto Alegre,RS,3,Milho,Grupo I,76.8,48.25
Porto Alegre,RS,1,Milho,Grupo II,43.2,
Porto Alegre,RS,2,Milho,Grupo II,60.0,
Porto Alegre,RS,3,Milho,Grupo II,76.8,47.69
Porto Alegre,RS,1,Milho,Grupo III,43.2,
Porto Alegre,RS,2,Milho,Grupo III,60.0,
Porto Alegre,RS,3,Milho,Grupo III,76.8,54.89
Soledade,RS,1,Milho,Grupo I,43.2,48.97
Soledade,RS,2,Milho,Grupo I,60.0,42.51
Soledade,RS,3,Milho,Grupo I,76.8,37.76
Soledade,RS,1,Milho,Grupo II,43.2,
Soledade,RS,2,Milho,Grupo II,60.0,39.35
Soledade,RS,3,Milho,Grupo II,76.8,34.55
Soledade,RS,1,Milho,Grupo III,43.2,52.15
Soledade,RS,2,Milho,Grupo III,60.0,45.18
Soledade,RS,3,Milho,Grupo III,76.8,39.95
Tucunduva,RS,1,Milho,Grupo I,43.2,
Tucunduva,RS,2,Milho,Grupo I,60.0,
Tucunduva,RS,3,Milho,Grupo I,76.8,28.62
Tucunduva,RS,1,Milho,Grupo II,43.2,
Tucunduva,RS,2,Milho,Grupo II,60.0,
Tucunduva,RS,3,Milho,Grupo II,76.8,29.09
Tucunduva,RS,1,Milho,Grupo III,43.2,
Tucunduva,RS,2,Milho,Grupo III,60.0,43.18
Tucunduva,RS,3,Milho,Grupo III,76.8,38.21
Mata,RS,1,Milho,Grupo I,43.2,
Mata,RS,2,Milho,Grupo I,60.0,64.7
Mata,RS,3,Milho,Grupo I,76.8,62.13
Mata,RS,1,Milho,Grupo II,43.2,
Mata,RS,2,Milho,Grupo II,60.0,61.19
Mata,RS,3,Milho,Grupo II,76.8,58.51
Mata,RS,1,Milho,Grupo III,43.2,69.63
Mata,RS,2,Milho,Grupo III,60.0,66.18
Mata,RS,3,Milho,Grupo III,76.8,63.23
Lavras Do Sul,RS,1,Milho,Grupo I,43.2,
Lavras Do Sul,RS,2,Milho,Grupo I,60.0,
Lavras Do Sul,RS,3,Milho,Grupo I,76.8,67.03
Lavras Do Sul,RS,1,Milho,Grupo II,43.2,
Lavras Do Sul,RS,2,Milho,Grupo II,60.0,
Lavras Do Sul,RS,3,Milho,Grupo II,76.8,67.78
Lavras Do Sul,RS,1,Milho,Grupo III,43.2,
Lavras Do Sul,RS,2,Milho,Grupo III,60.0,77.28
Lavras Do Sul,RS,3,Milho,Grupo III,76.8,75.28
Jacutinga,RS,1,Milho,Grupo I,43.2,14.18
Jacutinga,RS,2,Milho,Grupo I,60.0,8.93
Jacutinga,RS,3,Milho,Grupo I,76.8,5.65
Jacutinga,RS,1,Milho,Grupo II,43.2,13.27
Jacutinga,RS,2,Milho,Grupo II,60.0,8.59
Jacutinga,RS,3,Milho,Grupo II,76.8,5.63
Jacutinga,RS,1,Milho,Grupo III,43.2,15.48
Jacutinga,RS,2,Milho,Grupo III,60.0,10.41
Jacutinga,RS,3,Milho,Grupo III,76.8,7.13
Marau,RS,1,Milho,Grupo I,43.2,42.51
Marau,RS,2,Milho,Grupo I,60.0,35.86
Marau,RS,3,Milho,Grupo I,76.8,30.98
Marau,RS,1,Milho,Grupo II,43.2,48.65
Marau,RS,2,Milho,Grupo II,60.0,41.85
Marau,RS,3,Milho,Grupo II,76.8,36.52
Marau,RS,1,Milho,Grupo III,43.2,62.95
Marau,RS,2,Milho,Grupo III,60.0,56.24
Marau,RS,3,Milho,Grupo III,76.8,50.48
Palmitinho,RS,1,Milho,Grupo I,43.2,
Palmitinho,RS,2,Milho,Grupo I,60.0,
Palmitinho,RS,3,Milho,Grupo I,76.8,11.84
Palmitinho,RS,1,Milho,Grupo II,43.2,
Palmitinho,RS,2,Milho,Grupo II,60.0,15.67
Palmitinho,RS,3,Milho,Grupo II,76.8,12.12
Palmitinho,RS,1,Milho,Grupo III,43.2,
Palmitinho,RS,2,Milho,Grupo III,60.0,20.4
Palmitinho,RS,3,Milho,Grupo III,76.8,16.1
Passo Fundo,RS,1,Milho,Grupo I,43.2,42.51
Passo Fundo,RS,2,Milho,Grupo I,60.0,35.86
Passo Fundo,RS,3,Milho,Grupo I,76.8,30.98
Passo Fundo,RS,1,Milho,Grupo II,43.2,
Passo Fundo,RS,2,Milho,Grupo II,60.0,41.85
Passo Fundo,RS,3,Milho,Grupo II,76.8,36.52
Passo Fundo,RS,1,Milho,Grupo III,43.2,62.95
Passo Fundo,RS,2,Milho,Grupo III,60.0,56.24
Passo Fundo,RS,3,Milho,Grupo III,76.8,50.48
São Leopoldo,RS,1,Milho,Grupo I,43.2,
São Leopoldo,RS,2,Milho,Grupo I,60.0,
São Leopoldo,RS,3,Milho,Grupo I,76.8,45.84
São Leopoldo,RS,1,Milho,Grupo II,43.2,
São Leopoldo,RS,2,Milho,Grupo II,60.0,
São Leopoldo,RS,3,Milho,Grupo II,76.8,43.71
São Leopoldo,RS,1,Milho,Grupo III,43.2,
São Leopoldo,RS,2,Milho,Grupo III,60.0,54.86
São Leopoldo,RS,3,Milho,Grupo III,76.8,50.56
São Luiz Gonzaga,RS,1,Milho,Grupo I,43.2,
São Luiz Gonzaga,RS,2,Milho,Grupo I,60.0,46.71
São Luiz Gonzaga,RS,3,Milho,Grupo I,76.8,42.04
São Luiz Gonzaga,RS,1,Milho,Grupo II,43.2,
São Luiz Gonzaga,RS,2,Milho,Grupo II,60.0,43.95
São Luiz Gonzaga,RS,3,Milho,Grupo II,76.8,39.05
São Luiz Gonzaga,RS,1,Milho,Grupo III,43.2,56.47
São Luiz Gonzaga,RS,2,Milho,Grupo III,60.0,49.23
São Luiz Gonzaga,RS,3,Milho,Grupo III,76.8,43.81
Santo Augusto,RS,1,Milho,Grupo I,43.2,
Santo Augusto,RS,2,Milho,Grupo I,60.0,54.58
Santo Augusto,RS,3,Milho,Grupo I,76.8,50.03
Santo Augusto,RS,1,Milho,Grupo II,43.2,
Santo Augusto,RS,2,Milho,Grupo II,60.0,50.9
Santo Augusto,RS,3,Milho,Grupo II,76.8,46.28
Santo Augusto,RS,1,Milho,Grupo III,43.2,63.43
Santo Augusto,RS,2,Milho,Grupo III,60.0,57.39
Santo Augusto,RS,3,Milho,Grupo III,76.8,52.57
São Sepé,RS,1,Milho,Grupo I,43.2,
São Sepé,RS,2,Milho,Grupo I,60.0,42.87
São Sepé,RS,3,Milho,Grupo I,76.8,39.59
São Sepé,RS,1,Milho,Grupo II,43.2,
São Sepé,RS,2,Milho,Grupo II,60.0,
São Sepé,RS,3,Milho,Grupo II,76.8,37.04
São Sepé,RS,1,Milho,Grupo III,43.2,52.8
São Sepé,RS,2,Milho,Grupo III,60.0,46.19
São Sepé,RS,3,Milho,Grupo III,76.8,42.19
Taquara,RS,1,Milho,Grupo I,43.2,
Taquara,RS,2,Milho,Grupo I,60.0,49.42
Taquara,RS,3,Milho,Grupo I,76.8,45.84
Taquara,RS,1,Milho,Grupo II,43.2,
Taquara,RS,2,Milho,Grupo II,60.0,47.57
Taquara,RS,3,Milho,Grupo II,76.8,43.71
Taquara,RS,1,Milho,Grupo III,43.2,
Taquara,RS,2,Milho,Grupo III,60.0,54.86
Taquara,RS,3,Milho,Grupo III,76.8,50.56
Cacique Doble,RS,1,Milho,Grupo I,43.2,31.56
Cacique Doble,RS,2,Milho,Grupo I,60.0,26.49
Cacique Doble,RS,3,Milho,Grupo I,76.8,23.01
Cacique Doble,RS,1,Milho,Grupo II,43.2,28.53
Cacique Doble,RS,2,Milho,Grupo II,60.0,23.66
Cacique Doble,RS,3,Milho,Grupo II,76.8,20.28
Cacique Doble,RS,1,Milho,Grupo III,43.2,32.45
Cacique Doble,RS,2,Milho,Grupo III,60.0,26.93
Cacique Doble,RS,3,Milho,Grupo III,76.8,23.07
Cacequi,RS,1,Milho,Grupo I,43.2,
Cacequi,RS,2,Milho,Grupo I,60.0,
Cacequi,RS,3,Milho,Grupo I,76.8,65.34
Cacequi,RS,1,Milho,Grupo II,43.2,
Cacequi,RS,2,Milho,Grupo II,60.0,
Cacequi,RS,3,Milho,Grupo II,76.8,63.18
Cacequi,RS,1,Milho,Grupo III,43.2,
Cacequi,RS,2,Milho,Grupo III,60.0,71.83
Cacequi,RS,3,Milho,Grupo III,76.8,69.17
Garibaldi,RS,1,Milho,Grupo I,43.2,
Garibaldi,RS,2,Milho,Grupo I,60.0,38.76
Garibaldi,RS,3,Milho,Grupo I,76.8,34.33
Garibaldi,RS,1,Milho,Grupo II,43.2,
Garibaldi,RS,2,Milho,Grupo II,60.0,37.47
Garibaldi,RS,3,Milho,Grupo II,76.8,32.45
Garibaldi,RS,1,Milho,Grupo III,43.2,50.63
Garibaldi,RS,2,Milho,Grupo III,60.0,43.22
Garibaldi,RS,3,Milho,Grupo III,76.8,37.7
Faxinal Do Soturno,RS,1,Milho,Grupo I,43.2,
Faxinal Do Soturno,RS,2,Milho,Grupo I,60.0,54.63
Faxinal Do Soturno,RS,3,Milho,Grupo I,76.8,49.37
Faxinal Do Soturno,RS,1,Milho,Grupo II,43.2,
Faxinal Do Soturno,RS,2,Milho,Grupo II,60.0,50.59
Faxinal Do Soturno,RS,3,Milho,Grupo II,76.8,45.21
Faxinal Do Soturno,RS,1,Milho,Grupo III,43.2,61.7
Faxinal Do Soturno,RS,2,Milho,Grupo III,60.0,54.82
Faxinal Do Soturno,RS,3,Milho,Grupo III,76.8,49.11
Pejuçara,RS,1,Milho,Grupo I,43.2,
Pejuçara,RS,2,Milho,Grupo I,60.0,50.96
Pejuçara,RS,3,Milho,Grupo I,76.8,45.47
Pejuçara,RS,1,Milho,Grupo II,43.2,
Pejuçara,RS,2,Milho,Grupo II,60.0,49.8
Pejuçara,RS,3,Milho,Grupo II,76.8,44.07
Pejuçara,RS,1,Milho,Grupo III,43.2,63.58
Pejuçara,RS,2,Milho,Grupo III,60.0,57.0
Pejuçara,RS,3,Milho,Grupo III,76.8,51.05
Severiano De Almeida,RS,1,Milho,Grupo I,43.2,14.18
Severiano De Almeida,RS,2,Milho,Grupo I,60.0,8.93
Severiano De Almeida,RS,3,Milho,Grupo I,76.8,5.65
Severiano De Almeida,RS,1,Milho,Grupo II,43.2,13.27
Severiano De Almeida,RS,2,Milho,Grupo II,60.0,8.59
Severiano De Almeida,RS,3,Milho,Grupo II,76.8,5.63
Severiano De Almeida,RS,1,Milho,Grupo III,43.2,15.48
Severiano De Almeida,RS,2,Milho,Grupo III,60.0,10.41
Severiano De Almeida,RS,3,Milho,Grupo III,76.8,7.13
Chapada,RS,1,Milho,Grupo I,43.2,
Chapada,RS,2,Milho,Grupo I,60.0,34.7
Chapada,RS,3,Milho,Grupo I,76.8,30.67
Chapada,RS,1,Milho,Grupo II,43.2,
Chapada,RS,2,Milho,Grupo II,60.0,31.84
Chapada,RS,3,Milho,Grupo II,76.8,27.72
Chapada,RS,1,Milho,Grupo III,43.2,43.87
Chapada,RS,2,Milho,Grupo III,60.0,37.43
Chapada,RS,3,Milho,Grupo III,76.8,32.76
Pinheiro Machado,RS,1,Milho,Grupo I,43.2,
Pinheiro Machado,RS,2,Milho,Grupo I,60.0,73.55
Pinheiro Machado,RS,3,Milho,Grupo I,76.8,69.92
Pinheiro Machado,RS,1,Milho,Grupo II,43.2,
Pinheiro Machado,RS,2,Milho,Grupo II,60.0,76.61
Pinheiro Machado,RS,3,Milho,Grupo II,76.8,73.41
Pinheiro Machado,RS,1,Milho,Grupo III,43.2,86.34
Pinheiro Machado,RS,2,Milho,Grupo III,60.0,84.33
Pinheiro Machado,RS,3,Milho,Grupo III,76.8,81.96
Viamão,RS,1,Milho,Grupo I,43.2,
Viamão,RS,2,Milho,Grupo I,60.0,
Viamão,RS,3,Milho,Grupo I,76.8,41.01
Viamão,RS,1,Milho,Grupo II,43.2,
Viamão,RS,2,Milho,Grupo II,60.0,
Viamão,RS,3,Milho,Grupo II,76.8,39.77
Viamão,RS,1,Milho,Grupo III,43.2,
Viamão,RS,2,Milho,Grupo III,60.0,
Viamão,RS,3,Milho,Grupo III,76.8,47.41
Ilópolis,RS,1,Milho,Grupo I,43.2,34.01
Ilópolis,RS,2,Milho,Grupo I,60.0,29.65
Ilópolis,RS,3,Milho,Grupo I,76.8,26.63
Ilópolis,RS,1,Milho,Grupo II,43.2,
Ilópolis,RS,2,Milho,Grupo II,60.0,26.7
Ilópolis,RS,3,Milho,Grupo II,76.8,23.5
Ilópolis,RS,1,Milho,Grupo III,43.2,36.56
Ilópolis,RS,2,Milho,Grupo III,60.0,30.89
Ilópolis,RS,3,Milho,Grupo III,76.8,27.04
Nova Petrópolis,RS,1,Milho,Grupo I,43.2,
Nova Petrópolis,RS,2,Milho,Grupo I,60.0,22.56
Nova Petrópolis,RS,3,Milho,Grupo I,76.8,19.06
Nova Petrópolis,RS,1,Milho,Grupo II,43.2,
Nova Petrópolis,RS,2,Milho,Grupo II,60.0,21.98
Nova Petrópolis,RS,3,Milho,Grupo II,76.8,18.39
Nova Petrópolis,RS,1,Milho,Grupo III,43.2,33.29
Nova Petrópolis,RS,2,Milho,Grupo III,60.0,26.88
Nova Petrópolis,RS,3,Milho,Grupo III,76.8,22.59
Bom Jesus,RS,1,Milho,Grupo I,43.2,21.91
Bom Jesus,RS,2,Milho,Grupo I,60.0,16.36
Bom Jesus,RS,3,Milho,Grupo I,76.8,12.74
Bom Jesus,RS,1,Milho,Grupo II,43.2,21.52
Bom Jesus,RS,2,Milho,Grupo II,60.0,16.14
Bom Jesus,RS,3,Milho,Grupo II,76.8,12.64
Bom Jesus,RS,1,Milho,Grupo III,43.2,25.85
Bom Jesus,RS,2,Milho,Grupo III,60.0,19.74
Bom Jesus,RS,3,Milho,Grupo III,76.8,15.7
Colorado,RS,1,Milho,Grupo I,43.2,
Colorado,RS,2,Milho,Grupo I,60.0,51.08
Colorado,RS,3,Milho,Grupo I,76.8,47.56
Colorado,RS,1,Milho,Grupo II,43.2,
Colorado,RS,2,Milho,Grupo II,60.0,45.86
Colorado,RS,3,Milho,Grupo II,76.8,42.07
Colorado,RS,1,Milho,Grupo III,43.2,54.88
Colorado,RS,2,Milho,Grupo III,60.0,49.77
Colorado,RS,3,Milho,Grupo III,76.8,45.38
Fontoura Xavier,RS,1,Milho,Grupo I,43.2,48.97
Fontoura Xavier,RS,2,Milho,Grupo I,60.0,42.51
Fontoura Xavier,RS,3,Milho,Grupo I,76.8,37.76
Fontoura Xavier,RS,1,Milho,Grupo II,43.2,
Fontoura Xavier,RS,2,Milho,Grupo II,60.0,39.35
Fontoura Xavier,RS,3,Milho,Grupo II,76.8,34.55
Fontoura Xavier,RS,1,Milho,Grupo III,43.2,52.15
Fontoura Xavier,RS,2,Milho,Grupo III,60.0,45.18
Fontoura Xavier,RS,3,Milho,Grupo III,76.8,39.95
Braga,RS,1,Milho,Grupo I,43.2,
Braga,RS,2,Milho,Grupo I,60.0,
Braga,RS,3,Milho,Grupo I,76.8,50.03
Braga,RS,1,Milho,Grupo II,43.2,
Braga,RS,2,Milho,Grupo II,60.0,
Braga,RS,3,Milho,Grupo II,76.8,46.28
Braga,RS,1,Milho,Grupo III,43.2,
Braga,RS,2,Milho,Grupo III,60.0,57.39
Braga,RS,3,Milho,Grupo III,76.8,52.57
Osório,RS,1,Milho,Grupo I,43.2,
Osório,RS,2,Milho,Grupo I,60.0,26.97
Osório,RS,3,Milho,Grupo I,76.8,22.81
Osório,RS,1,Milho,Grupo II,43.2,
Osório,RS,2,Milho,Grupo II,60.0,26.75
Osório,RS,3,Milho,Grupo II,76.8,22.44
Osório,RS,1,Milho,Grupo III,43.2,
Osório,RS,2,Milho,Grupo III,60.0,31.09
Osório,RS,3,Milho,Grupo III,76.8,26.22
Esteio,RS,1,Milho,Grupo I,43.2,
Esteio,RS,2,Milho,Grupo I,60.0,
Esteio,RS,3,Milho,Grupo I,76.8,48.25
Esteio,RS,1,Milho,Grupo II,43.2,
Esteio,RS,2,Milho,Grupo II,60.0,
Esteio,RS,3,Milho,Grupo II,76.8,47.69
Esteio,RS,1,Milho,Grupo III,43.2,
Esteio,RS,2,Milho,Grupo III,60.0,
Esteio,RS,3,Milho,Grupo III,76.8,54.89
Esmeralda,RS,1,Milho,Grupo I,43.2,27.96
Esmeralda,RS,2,Milho,Grupo I,60.0,22.73
Esmeralda,RS,3,Milho,Grupo I,76.8,19.23
Esmeralda,RS,1,Milho,Grupo II,43.2,25.41
Esmeralda,RS,2,Milho,Grupo II,60.0,20.21
Esmeralda,RS,3,Milho,Grupo II,76.8,16.89
Esmeralda,RS,1,Milho,Grupo III,43.2,28.91
Esmeralda,RS,2,Milho,Grupo III,60.0,23.15
Esmeralda,RS,3,Milho,Grupo III,76.8,19.39
Itaqui,RS,1,Milho,Grupo I,43.2,
Itaqui,RS,2,Milho,Grupo I,60.0,
Itaqui,RS,3,Milho,Grupo I,76.8,48.42
Itaqui,RS,1,Milho,Grupo II,43.2,
Itaqui,RS,2,Milho,Grupo II,60.0,
Itaqui,RS,3,Milho,Grupo II,76.8,44.71
Itaqui,RS,1,Milho,Grupo III,43.2,61.83
Itaqui,RS,2,Milho,Grupo III,60.0,54.92
Itaqui,RS,3,Milho,Grupo III,76.8,50.16
Júlio De Castilhos,RS,1,Milho,Grupo I,43.2,
Júlio De Castilhos,RS,2,Milho,Grupo I,60.0,49.43
Júlio De Castilhos,RS,3,Milho,Grupo I,76.8,45.99
Júlio De Castilhos,RS,1,Milho,Grupo II,43.2,
Júlio De Castilhos,RS,2,Milho,Grupo II,60.0,44.83
Júlio De Castilhos,RS,3,Milho,Grupo II,76.8,41.13
Júlio De Castilhos,RS,1,Milho,Grupo III,43.2,56.52
Júlio De Castilhos,RS,2,Milho,Grupo III,60.0,49.49
Júlio De Castilhos,RS,3,Milho,Grupo III,76.8,45.3
Putinga,RS,1,Milho,Grupo I,43.2,34.01
Putinga,RS,2,Milho,Grupo I,60.0,29.65
Putinga,RS,3,Milho,Grupo I,76.8,26.63
Putinga,RS,1,Milho,Grupo II,43.2,
Putinga,RS,2,Milho,Grupo II,60.0,26.7
Putinga,RS,3,Milho,Grupo II,76.8,23.5
Putinga,RS,1,Milho,Grupo III,43.2,36.56
Putinga,RS,2,Milho,Grupo III,60.0,30.89
Putinga,RS,3,Milho,Grupo III,76.8,27.04
Tuparendi,RS,1,Milho,Grupo I,43.2,
Tuparendi,RS,2,Milho,Grupo I,60.0,
Tuparendi,RS,3,Milho,Grupo I,76.8,28.62
Tuparendi,RS,1,Milho,Grupo II,43.2,
Tuparendi,RS,2,Milho,Grupo II,60.0,
Tuparendi,RS,3,Milho,Grupo II,76.8,29.09
Tuparendi,RS,1,Milho,Grupo III,43.2,
Tuparendi,RS,2,Milho,Grupo III,60.0,43.18
Tuparendi,RS,3,Milho,Grupo III,76.8,38.21
Barão De Cotegipe,RS,1,Milho,Grupo I,43.2,14.18
Barão De Cotegipe,RS,2,Milho,Grupo I,60.0,8.93
Barão De Cotegipe,RS,3,Milho,Grupo I,76.8,5.65
Barão De Cotegipe,RS,1,Milho,Grupo II,43.2,13.27
Barão De Cotegipe,RS,2,Milho,Grupo II,60.0,8.59
Barão De Cotegipe,RS,3,Milho,Grupo II,76.8,5.63
Barão De Cotegipe,RS,2,Milho,Grupo III,60.0,10.41
Barão De Cotegipe,RS,3,Milho,Grupo III,76.8,7.13
Candelária,RS,1,Milho,Grupo I,43.2,
Candelária,RS,2,Milho,Grupo I,60.0,66.83
Candelária,RS,3,Milho,Grupo I,76.8,63.86
Candelária,RS,1,Milho,Grupo II,43.2,
Candelária,RS,2,Milho,Grupo II,60.0,63.76
Candelária,RS,3,Milho,Grupo II,76.8,60.61
Candelária,RS,1,Milho,Grupo III,43.2,71.43
Candelária,RS,2,Milho,Grupo III,60.0,68.33
Candelária,RS,3,Milho,Grupo III,76.8,64.97
Campinas Do Sul,RS,1,Milho,Grupo I,43.2,
Campinas Do Sul,RS,2,Milho,Grupo I,60.0,8.93
Campinas Do Sul,RS,3,Milho,Grupo I,76.8,5.65
Campinas Do Sul,RS,1,Milho,Grupo II,43.2,13.27
Campinas Do Sul,RS,2,Milho,Grupo II,60.0,8.59
Campinas Do Sul,RS,3,Milho,Grupo II,76.8,5.63
Campinas Do Sul,RS,1,Milho,Grupo III,43.2,15.48
Campinas Do Sul,RS,2,Milho,Grupo III,60.0,10.41
Campinas Do Sul,RS,3,Milho,Grupo III,76.8,7.13
Camaquã,RS,1,Milho,Grupo I,43.2,
Camaquã,RS,2,Milho,Grupo I,60.0,
Camaquã,RS,3,Milho,Grupo I,76.8,5.87
Camaquã,RS,1,Milho,Grupo II,43.2,
Camaquã,RS,2,Milho,Grupo II,60.0,9.57
Camaquã,RS,3,Milho,Grupo II,76.8,6.26
Camaquã,RS,1,Milho,Grupo III,43.2,
Camaquã,RS,2,Milho,Grupo III,60.0,12.94
Camaquã,RS,3,Milho,Grupo III,76.8,8.96
Ajuricaba,RS,1,Milho,Grupo I,43.2,
Ajuricaba,RS,2,Milho,Grupo I,60.0,49.02
Ajuricaba,RS,3,Milho,Grupo I,76.8,45.58
Ajuricaba,RS,1,Milho,Grupo II,43.2,
Ajuricaba,RS,2,Milho,Grupo II,60.0,45.27
Ajuricaba,RS,3,Milho,Grupo II,76.8,41.41
Ajuricaba,RS,1,Milho,Grupo III,43.2,58.39
Ajuricaba,RS,2,Milho,Grupo III,60.0,51.84
Ajuricaba,RS,3,Milho,Grupo III,76.8,47.53
Alpestre,RS,1,Milho,Grupo I,43.2,
Alpestre,RS,2,Milho,Grupo I,60.0,42.16
Alpestre,RS,3,Milho,Grupo I,76.8,38.46
Alpestre,RS,1,Milho,Grupo II,43.2,
Alpestre,RS,2,Milho,Grupo II,60.0,39.51
Alpestre,RS,3,Milho,Grupo II,76.8,35.6
Alpestre,RS,1,Milho,Grupo III,43.2,
Alpestre,RS,2,Milho,Grupo III,60.0,46.8
Alpestre,RS,3,Milho,Grupo III,76.8,42.35
Antônio Prado,RS,1,Milho,Grupo I,43.2,28.04
Antônio Prado,RS,2,Milho,Grupo I,60.0,22.56
Antônio Prado,RS,3,Milho,Grupo I,76.8,19.06
Antônio Prado,RS,1,Milho,Grupo II,43.2,27.48
Antônio Prado,RS,2,Milho,Grupo II,60.0,21.98
Antônio Prado,RS,3,Milho,Grupo II,76.8,18.39
Antônio Prado,RS,1,Milho,Grupo III,43.2,33.29
Antônio Prado,RS,2,Milho,Grupo III,60.0,26.88
